UTLA20CD,UTLA20NM,RGN20CD,RGN20NM,Year,UTLA_population,Region_population,National_population
E08000003,Manchester,E12000002,North West,2016,541319,7223961,55258490
E08000003,Manchester,E12000002,North West,2017,545501,7258627,55609517
E08000003,Manchester,E12000002,North West,2018,547627,7292093,55966230
E08000003,Manchester,E12000002,North West,2019,552858,7341196,56275016
E08000004,Oldham,E12000002,North West,2015,230197,7175178,54777305
E08000004,Oldham,E12000002,North West,2016,232349,7223961,55258490
E08000004,Oldham,E12000002,North West,2017,233759,7258627,55609517
E08000004,Oldham,E12000002,North West,2018,235623,7292093,55966230
E08000004,Oldham,E12000002,North West,2019,237110,7341196,56275016
E08000005,Rochdale,E12000002,North West,2015,214314,7175178,54777305
E08000005,Rochdale,E12000002,North West,2016,216350,7223961,55258490
E08000005,Rochdale,E12000002,North West,2017,218459,7258627,55609517
E08000005,Rochdale,E12000002,North West,2018,220001,7292093,55966230
E08000005,Rochdale,E12000002,North West,2019,222412,7341196,56275016
E08000006,Salford,E12000002,North West,2015,245186,7175178,54777305
E08000006,Salford,E12000002,North West,2016,248121,7223961,55258490
E08000006,Salford,E12000002,North West,2017,251332,7258627,55609517
E08000006,Salford,E12000002,North West,2018,254408,7292093,55966230
E08000006,Salford,E12000002,North West,2019,258834,7341196,56275016
E08000007,Stockport,E12000002,North West,2015,288169,7175178,54777305
E08000007,Stockport,E12000002,North West,2016,289821,7223961,55258490
E08000007,Stockport,E12000002,North West,2017,291045,7258627,55609517
E08000007,Stockport,E12000002,North West,2018,291775,7292093,55966230
E08000007,Stockport,E12000002,North West,2019,293423,7341196,56275016
E08000008,Tameside,E12000002,North West,2015,221507,7175178,54777305
E08000008,Tameside,E12000002,North West,2016,223109,7223961,55258490
E08000008,Tameside,E12000002,North West,2017,224119,7258627,55609517
E08000008,Tameside,E12000002,North West,2018,225197,7292093,55966230
E08000008,Tameside,E12000002,North West,2019,226493,7341196,56275016
E10000014,Hampshire,E12000008,South East,2015,1356994,8949392,54777305
E10000014,Hampshire,E12000008,South East,2016,1365103,9030347,55258490
E10000014,Hampshire,E12000008,South East,2017,1370728,9080825,55609517
E10000014,Hampshire,E12000008,South East,2018,1376316,9133625,55966230
E10000014,Hampshire,E12000008,South East,2019,1382542,9180135,56275016
E08000009,Trafford,E12000002,North West,2015,232975,7175178,54777305
E08000009,Trafford,E12000002,North West,2016,234210,7223961,55258490
E08000009,Trafford,E12000002,North West,2017,235493,7258627,55609517
E08000009,Trafford,E12000002,North West,2018,236370,7292093,55966230
E08000009,Trafford,E12000002,North West,2019,237354,7341196,56275016
E08000010,Wigan,E12000002,North West,2015,322244,7175178,54777305
E08000010,Wigan,E12000002,North West,2016,323526,7223961,55258490
E08000010,Wigan,E12000002,North West,2017,324650,7258627,55609517
E08000010,Wigan,E12000002,North West,2018,326088,7292093,55966230
E08000010,Wigan,E12000002,North West,2019,328662,7341196,56275016
E08000011,Knowsley,E12000002,North West,2015,147262,7175178,54777305
E08000011,Knowsley,E12000002,North West,2016,148001,7223961,55258490
E08000011,Knowsley,E12000002,North West,2017,148560,7258627,55609517
E08000011,Knowsley,E12000002,North West,2018,149571,7292093,55966230
E08000011,Knowsley,E12000002,North West,2019,150862,7341196,56275016
E08000012,Liverpool,E12000002,North West,2015,480873,7175178,54777305
E08000012,Liverpool,E12000002,North West,2016,487605,7223961,55258490
E08000012,Liverpool,E12000002,North West,2017,491549,7258627,55609517
E08000012,Liverpool,E12000002,North West,2018,494814,7292093,55966230
E08000012,Liverpool,E12000002,North West,2019,498042,7341196,56275016
E08000013,St. Helens,E12000002,North West,2015,177592,7175178,54777305
E08000013,St. Helens,E12000002,North West,2016,178480,7223961,55258490
E08000013,St. Helens,E12000002,North West,2017,179331,7258627,55609517
E08000013,St. Helens,E12000002,North West,2018,180049,7292093,55966230
E08000013,St. Helens,E12000002,North West,2019,180585,7341196,56275016
E10000029,Suffolk,E12000006,East of England,2015,747734,6075970,54777305
E10000029,Suffolk,E12000006,East of England,2016,751175,6129005,55258490
E10000029,Suffolk,E12000006,East of England,2017,756978,6168432,55609517
E10000029,Suffolk,E12000006,East of England,2018,758556,6201214,55966230
E10000029,Suffolk,E12000006,East of England,2019,761350,6236072,56275016
E10000015,Hertfordshire,E12000006,East of England,2015,1165332,6075970,54777305
E10000015,Hertfordshire,E12000006,East of England,2016,1176386,6129005,55258490
E10000015,Hertfordshire,E12000006,East of England,2017,1180934,6168432,55609517
E10000015,Hertfordshire,E12000006,East of England,2018,1184365,6201214,55966230
E10000015,Hertfordshire,E12000006,East of England,2019,1189519,6236072,56275016
E10000016,Kent,E12000008,South East,2015,1523100,8949392,54777305
E10000016,Kent,E12000008,South East,2016,1540438,9030347,55258490
E10000016,Kent,E12000008,South East,2017,1554636,9080825,55609517
E10000016,Kent,E12000008,South East,2018,1568623,9133625,55966230
E10000016,Kent,E12000008,South East,2019,1581555,9180135,56275016
E10000017,Lancashire,E12000002,North West,2015,1188875,7175178,54777305
E10000017,Lancashire,E12000002,North West,2016,1195418,7223961,55258490
E10000017,Lancashire,E12000002,North West,2017,1201855,7258627,55609517
E10000017,Lancashire,E12000002,North West,2018,1210053,7292093,55966230
E10000017,Lancashire,E12000002,North West,2019,1219799,7341196,56275016
E10000018,Leicestershire,E12000004,East Midlands,2015,673410,4677425,54777305
E10000018,Leicestershire,E12000004,East Midlands,2016,680466,4725390,55258490
E10000018,Leicestershire,E12000004,East Midlands,2017,690212,4771666,55609517
E10000018,Leicestershire,E12000004,East Midlands,2018,698268,4804149,55966230
E10000018,Leicestershire,E12000004,East Midlands,2019,706155,4835928,56275016
E08000014,Sefton,E12000002,North West,2015,274089,7175178,54777305
E08000014,Sefton,E12000002,North West,2016,274853,7223961,55258490
E08000014,Sefton,E12000002,North West,2017,274589,7258627,55609517
E08000014,Sefton,E12000002,North West,2018,275396,7292093,55966230
E08000014,Sefton,E12000002,North West,2019,276410,7341196,56275016
E08000015,Wirral,E12000002,North West,2015,321700,7175178,54777305
E08000015,Wirral,E12000002,North West,2016,322216,7223961,55258490
E08000015,Wirral,E12000002,North West,2017,322796,7258627,55609517
E08000015,Wirral,E12000002,North West,2018,323235,7292093,55966230
E08000015,Wirral,E12000002,North West,2019,324011,7341196,56275016
E08000016,Barnsley,E12000003,Yorkshire and The Humber,2015,239855,5390211,54777305
E08000016,Barnsley,E12000003,Yorkshire and The Humber,2016,241847,5425370,55258490
E08000016,Barnsley,E12000003,Yorkshire and The Humber,2017,243341,5450130,55609517
E08000016,Barnsley,E12000003,Yorkshire and The Humber,2018,245199,5479615,55966230
E08000016,Barnsley,E12000003,Yorkshire and The Humber,2019,246866,5502967,56275016
E10000019,Lincolnshire,E12000004,East Midlands,2015,737350,4677425,54777305
E10000019,Lincolnshire,E12000004,East Midlands,2016,744811,4725390,55258490
E10000019,Lincolnshire,E12000004,East Midlands,2017,751171,4771666,55609517
E10000019,Lincolnshire,E12000004,East Midlands,2018,755833,4804149,55966230
E10000019,Lincolnshire,E12000004,East Midlands,2019,761224,4835928,56275016
E08000017,Doncaster,E12000003,Yorkshire and The Humber,2015,305496,5390211,54777305
E08000017,Doncaster,E12000003,Yorkshire and The Humber,2016,307374,5425370,55258490
E08000017,Doncaster,E12000003,Yorkshire and The Humber,2017,308940,5450130,55609517
E08000017,Doncaster,E12000003,Yorkshire and The Humber,2018,310542,5479615,55966230
E08000017,Doncaster,E12000003,Yorkshire and The Humber,2019,311890,5502967,56275016
E10000030,Surrey,E12000008,South East,2015,1172382,8949392,54777305
E10000030,Surrey,E12000008,South East,2016,1180956,9030347,55258490
E10000030,Surrey,E12000008,South East,2017,1185321,9080825,55609517
E10000030,Surrey,E12000008,South East,2018,1189934,9133625,55966230
E10000030,Surrey,E12000008,South East,2019,1196236,9180135,56275016
E08000018,Rotherham,E12000003,Yorkshire and The Humber,2015,260929,5390211,54777305
E08000018,Rotherham,E12000003,Yorkshire and The Humber,2016,262142,5425370,55258490
E08000018,Rotherham,E12000003,Yorkshire and The Humber,2017,263375,5450130,55609517
E08000018,Rotherham,E12000003,Yorkshire and The Humber,2018,264671,5479615,55966230
E08000018,Rotherham,E12000003,Yorkshire and The Humber,2019,265411,5502967,56275016
E08000019,Sheffield,E12000003,Yorkshire and The Humber,2015,569177,5390211,54777305
E08000019,Sheffield,E12000003,Yorkshire and The Humber,2016,574050,5425370,55258490
E08000019,Sheffield,E12000003,Yorkshire and The Humber,2017,577789,5450130,55609517
E08000019,Sheffield,E12000003,Yorkshire and The Humber,2018,582506,5479615,55966230
E08000019,Sheffield,E12000003,Yorkshire and The Humber,2019,584853,5502967,56275016
E08000021,Newcastle upon Tyne,E12000001,North East,2015,290764,2624579,54777305
E08000021,Newcastle upon Tyne,E12000001,North East,2016,293713,2636589,55258490
E08000021,Newcastle upon Tyne,E12000001,North East,2017,295842,2644727,55609517
E08000021,Newcastle upon Tyne,E12000001,North East,2018,300196,2657909,55966230
E08000021,Newcastle upon Tyne,E12000001,North East,2019,302820,2669941,56275016
E08000022,North Tyneside,E12000001,North East,2015,202725,2624579,54777305
E08000022,North Tyneside,E12000001,North East,2016,203575,2636589,55258490
E08000022,North Tyneside,E12000001,North East,2017,204473,2644727,55609517
E08000022,North Tyneside,E12000001,North East,2018,205985,2657909,55966230
E08000022,North Tyneside,E12000001,North East,2019,207913,2669941,56275016
E08000023,South Tyneside,E12000001,North East,2015,148495,2624579,54777305
E08000023,South Tyneside,E12000001,North East,2016,149194,2636589,55258490
E08000023,South Tyneside,E12000001,North East,2017,149555,2644727,55609517
E08000023,South Tyneside,E12000001,North East,2018,150265,2657909,55966230
E08000023,South Tyneside,E12000001,North East,2019,150976,2669941,56275016
E10000020,Norfolk,E12000006,East of England,2015,884748,6075970,54777305
E10000020,Norfolk,E12000006,East of England,2016,891731,6129005,55258490
E10000020,Norfolk,E12000006,East of England,2017,898390,6168432,55609517
E10000020,Norfolk,E12000006,East of England,2018,903680,6201214,55966230
E10000020,Norfolk,E12000006,East of England,2019,907760,6236072,56275016
E10000021,Northamptonshire,E12000004,East Midlands,2015,722167,4677425,54777305
E10000021,Northamptonshire,E12000004,East Midlands,2016,732452,4725390,55258490
E10000021,Northamptonshire,E12000004,East Midlands,2017,741209,4771666,55609517
E10000021,Northamptonshire,E12000004,East Midlands,2018,747622,4804149,55966230
E10000021,Northamptonshire,E12000004,East Midlands,2019,753278,4835928,56275016
E10000023,North Yorkshire,E12000003,Yorkshire and The Humber,2015,606017,5390211,54777305
E10000023,North Yorkshire,E12000003,Yorkshire and The Humber,2016,609538,5425370,55258490
E10000023,North Yorkshire,E12000003,Yorkshire and The Humber,2017,611633,5450130,55609517
E10000023,North Yorkshire,E12000003,Yorkshire and The Humber,2018,614505,5479615,55966230
E10000023,North Yorkshire,E12000003,Yorkshire and The Humber,2019,618054,5502967,56275016
E10000024,Nottinghamshire,E12000004,East Midlands,2015,806217,4677425,54777305
E10000024,Nottinghamshire,E12000004,East Midlands,2016,811483,4725390,55258490
E10000024,Nottinghamshire,E12000004,East Midlands,2017,817851,4771666,55609517
E10000024,Nottinghamshire,E12000004,East Midlands,2018,823126,4804149,55966230
E10000024,Nottinghamshire,E12000004,East Midlands,2019,828224,4835928,56275016
E10000025,Oxfordshire,E12000008,South East,2015,673590,8949392,54777305
E10000025,Oxfordshire,E12000008,South East,2016,678484,9030347,55258490
E10000025,Oxfordshire,E12000008,South East,2017,682444,9080825,55609517
E10000025,Oxfordshire,E12000008,South East,2018,687524,9133625,55966230
E10000025,Oxfordshire,E12000008,South East,2019,691667,9180135,56275016
E10000027,Somerset,E12000009,South West,2015,546466,5469275,54777305
E10000027,Somerset,E12000009,South West,2016,551446,5514642,55258490
E10000027,Somerset,E12000009,South West,2017,555195,5557057,55609517
E10000027,Somerset,E12000009,South West,2018,559399,5597493,55966230
E10000027,Somerset,E12000009,South West,2019,562225,5622472,56275016
E10000028,Staffordshire,E12000005,West Midlands,2015,862166,5755032,54777305
E10000028,Staffordshire,E12000005,West Midlands,2016,866430,5810773,55258490
E10000028,Staffordshire,E12000005,West Midlands,2017,870825,5860706,55609517
E10000028,Staffordshire,E12000005,West Midlands,2018,875219,5900757,55966230
E10000028,Staffordshire,E12000005,West Midlands,2019,879560,5934037,56275016
E08000024,Sunderland,E12000001,North East,2015,276813,2624579,54777305
E08000024,Sunderland,E12000001,North East,2016,277307,2636589,55258490
E08000024,Sunderland,E12000001,North East,2017,277249,2644727,55609517
E08000024,Sunderland,E12000001,North East,2018,277417,2657909,55966230
E08000024,Sunderland,E12000001,North East,2019,277705,2669941,56275016
E08000025,Birmingham,E12000005,West Midlands,2015,1112950,5755032,54777305
E08000025,Birmingham,E12000005,West Midlands,2016,1128077,5810773,55258490
E08000025,Birmingham,E12000005,West Midlands,2017,1137123,5860706,55609517
E08000025,Birmingham,E12000005,West Midlands,2018,1141374,5900757,55966230
E08000025,Birmingham,E12000005,West Midlands,2019,1141816,5934037,56275016
E08000026,Coventry,E12000005,West Midlands,2015,344288,5755032,54777305
E08000026,Coventry,E12000005,West Midlands,2016,353215,5810773,55258490
E08000026,Coventry,E12000005,West Midlands,2017,360149,5860706,55609517
E08000026,Coventry,E12000005,West Midlands,2018,366785,5900757,55966230
E08000026,Coventry,E12000005,West Midlands,2019,371521,5934037,56275016
E08000027,Dudley,E12000005,West Midlands,2015,316331,5755032,54777305
E08000027,Dudley,E12000005,West Midlands,2016,317558,5810773,55258490
E08000027,Dudley,E12000005,West Midlands,2017,319419,5860706,55609517
E08000027,Dudley,E12000005,West Midlands,2018,320626,5900757,55966230
E08000027,Dudley,E12000005,West Midlands,2019,321596,5934037,56275016
E10000031,Warwickshire,E12000005,West Midlands,2015,555154,5755032,54777305
E10000031,Warwickshire,E12000005,West Midlands,2016,558991,5810773,55258490
E10000031,Warwickshire,E12000005,West Midlands,2017,564562,5860706,55609517
E10000031,Warwickshire,E12000005,West Midlands,2018,571010,5900757,55966230
E10000031,Warwickshire,E12000005,West Midlands,2019,577933,5934037,56275016
E08000028,Sandwell,E12000005,West Midlands,2015,319101,5755032,54777305
E08000028,Sandwell,E12000005,West Midlands,2016,322631,5810773,55258490
E08000028,Sandwell,E12000005,West Midlands,2017,325460,5860706,55609517
E08000028,Sandwell,E12000005,West Midlands,2018,327378,5900757,55966230
E08000028,Sandwell,E12000005,West Midlands,2019,328450,5934037,56275016
E08000029,Solihull,E12000005,West Midlands,2015,210834,5755032,54777305
E08000029,Solihull,E12000005,West Midlands,2016,212166,5810773,55258490
E08000029,Solihull,E12000005,West Midlands,2017,213933,5860706,55609517
E08000029,Solihull,E12000005,West Midlands,2018,214909,5900757,55966230
E08000029,Solihull,E12000005,West Midlands,2019,216374,5934037,56275016
E08000030,Walsall,E12000005,West Midlands,2015,275880,5755032,54777305
E08000030,Walsall,E12000005,West Midlands,2016,278887,5810773,55258490
E08000030,Walsall,E12000005,West Midlands,2017,281293,5860706,55609517
E08000030,Walsall,E12000005,West Midlands,2018,283378,5900757,55966230
E08000030,Walsall,E12000005,West Midlands,2019,285478,5934037,56275016
E08000031,Wolverhampton,E12000005,West Midlands,2015,255106,5755032,54777305
E08000031,Wolverhampton,E12000005,West Midlands,2016,258017,5810773,55258490
E08000031,Wolverhampton,E12000005,West Midlands,2017,259926,5860706,55609517
E08000031,Wolverhampton,E12000005,West Midlands,2018,262008,5900757,55966230
E08000031,Wolverhampton,E12000005,West Midlands,2019,263357,5934037,56275016
E08000032,Bradford,E12000003,Yorkshire and The Humber,2015,529879,5390211,54777305
E08000032,Bradford,E12000003,Yorkshire and The Humber,2016,532539,5425370,55258490
E08000032,Bradford,E12000003,Yorkshire and The Humber,2017,534800,5450130,55609517
E08000032,Bradford,E12000003,Yorkshire and The Humber,2018,537173,5479615,55966230
E08000032,Bradford,E12000003,Yorkshire and The Humber,2019,539776,5502967,56275016
E10000032,West Sussex,E12000008,South East,2015,838525,8949392,54777305
E10000032,West Sussex,E12000008,South East,2016,846888,9030347,55258490
E10000032,West Sussex,E12000008,South East,2017,852353,9080825,55609517
E10000032,West Sussex,E12000008,South East,2018,858852,9133625,55966230
E10000032,West Sussex,E12000008,South East,2019,863980,9180135,56275016
E08000033,Calderdale,E12000003,Yorkshire and The Humber,2015,207832,5390211,54777305
E08000033,Calderdale,E12000003,Yorkshire and The Humber,2016,209069,5425370,55258490
E08000033,Calderdale,E12000003,Yorkshire and The Humber,2017,209454,5450130,55609517
E08000033,Calderdale,E12000003,Yorkshire and The Humber,2018,210082,5479615,55966230
E08000033,Calderdale,E12000003,Yorkshire and The Humber,2019,211455,5502967,56275016
E10000034,Worcestershire,E12000005,West Midlands,2015,579050,5755032,54777305
E10000034,Worcestershire,E12000005,West Midlands,2016,583491,5810773,55258490
E10000034,Worcestershire,E12000005,West Midlands,2017,588370,5860706,55609517
E10000034,Worcestershire,E12000005,West Midlands,2018,592057,5900757,55966230
E10000034,Worcestershire,E12000005,West Midlands,2019,595786,5934037,56275016
E08000034,Kirklees,E12000003,Yorkshire and The Humber,2015,432855,5390211,54777305
E08000034,Kirklees,E12000003,Yorkshire and The Humber,2016,435236,5425370,55258490
E08000034,Kirklees,E12000003,Yorkshire and The Humber,2017,437145,5450130,55609517
E08000034,Kirklees,E12000003,Yorkshire and The Humber,2018,438727,5479615,55966230
E08000034,Kirklees,E12000003,Yorkshire and The Humber,2019,439787,5502967,56275016
E08000035,Leeds,E12000003,Yorkshire and The Humber,2015,773213,5390211,54777305
E08000035,Leeds,E12000003,Yorkshire and The Humber,2016,781087,5425370,55258490
E08000035,Leeds,E12000003,Yorkshire and The Humber,2017,784846,5450130,55609517
E08000035,Leeds,E12000003,Yorkshire and The Humber,2018,789194,5479615,55966230
E08000035,Leeds,E12000003,Yorkshire and The Humber,2019,793139,5502967,56275016
E08000036,Wakefield,E12000003,Yorkshire and The Humber,2015,334017,5390211,54777305
E08000036,Wakefield,E12000003,Yorkshire and The Humber,2016,337094,5425370,55258490
E08000036,Wakefield,E12000003,Yorkshire and The Humber,2017,340790,5450130,55609517
E08000036,Wakefield,E12000003,Yorkshire and The Humber,2018,345038,5479615,55966230
E08000036,Wakefield,E12000003,Yorkshire and The Humber,2019,348312,5502967,56275016
E08000037,Gateshead,E12000001,North East,2015,201724,2624579,54777305
E08000037,Gateshead,E12000001,North East,2016,202628,2636589,55258490
E08000037,Gateshead,E12000001,North East,2017,202419,2644727,55609517
E08000037,Gateshead,E12000001,North East,2018,202508,2657909,55966230
E08000037,Gateshead,E12000001,North East,2019,202055,2669941,56275016
E09000002,Barking and Dagenham,E12000007,London,2015,203101,8660243,54777305
E09000002,Barking and Dagenham,E12000007,London,2016,208182,8762413,55258490
E09000002,Barking and Dagenham,E12000007,London,2017,210711,8817347,55609517
E09000002,Barking and Dagenham,E12000007,London,2018,211998,8899375,55966230
E09000002,Barking and Dagenham,E12000007,London,2019,212906,8952268,56275016
E09000003,Barnet,E12000007,London,2015,378778,8660243,54777305
E09000003,Barnet,E12000007,London,2016,384774,8762413,55258490
E09000003,Barnet,E12000007,London,2017,387803,8817347,55609517
E09000003,Barnet,E12000007,London,2018,392140,8899375,55966230
E09000003,Barnet,E12000007,London,2019,395869,8952268,56275016
E09000004,Bexley,E12000007,London,2015,242387,8660243,54777305
E09000004,Bexley,E12000007,London,2016,245095,8762413,55258490
E09000004,Bexley,E12000007,London,2017,246124,8817347,55609517
E09000004,Bexley,E12000007,London,2018,247258,8899375,55966230
E09000004,Bexley,E12000007,London,2019,248287,8952268,56275016
E09000005,Brent,E12000007,London,2015,323443,8660243,54777305
E09000005,Brent,E12000007,London,2016,326427,8762413,55258490
E09000005,Brent,E12000007,London,2017,329102,8817347,55609517
E09000005,Brent,E12000007,London,2018,330795,8899375,55966230
E09000005,Brent,E12000007,London,2019,329771,8952268,56275016
E09000006,Bromley,E12000007,London,2015,325303,8660243,54777305
E09000006,Bromley,E12000007,London,2016,327580,8762413,55258490
E09000006,Bromley,E12000007,London,2017,329391,8817347,55609517
E09000006,Bromley,E12000007,London,2018,331096,8899375,55966230
E09000006,Bromley,E12000007,London,2019,332336,8952268,56275016
E09000007,Camden,E12000007,London,2015,243837,8660243,54777305
E09000007,Camden,E12000007,London,2016,249162,8762413,55258490
E09000007,Camden,E12000007,London,2017,253361,8817347,55609517
E09000007,Camden,E12000007,London,2018,262226,8899375,55966230
E09000007,Camden,E12000007,London,2019,270029,8952268,56275016
E09000008,Croydon,E12000007,London,2015,380070,8660243,54777305
E09000008,Croydon,E12000007,London,2016,383301,8762413,55258490
E09000008,Croydon,E12000007,London,2017,384837,8817347,55609517
E09000008,Croydon,E12000007,London,2018,385346,8899375,55966230
E09000008,Croydon,E12000007,London,2019,386710,8952268,56275016
E09000009,Ealing,E12000007,London,2015,344285,8660243,54777305
E09000009,Ealing,E12000007,London,2016,344802,8762413,55258490
E09000009,Ealing,E12000007,London,2017,342736,8817347,55609517
E09000009,Ealing,E12000007,London,2018,341982,8899375,55966230
E09000009,Ealing,E12000007,London,2019,341806,8952268,56275016
E09000010,Enfield,E12000007,London,2015,328738,8660243,54777305
E09000010,Enfield,E12000007,London,2016,332127,8762413,55258490
E09000010,Enfield,E12000007,London,2017,332705,8817347,55609517
E09000010,Enfield,E12000007,London,2018,333869,8899375,55966230
E09000010,Enfield,E12000007,London,2019,333794,8952268,56275016
E09000011,Greenwich,E12000007,London,2015,274542,8660243,54777305
E09000011,Greenwich,E12000007,London,2016,279139,8762413,55258490
E09000011,Greenwich,E12000007,London,2017,282849,8817347,55609517
E09000011,Greenwich,E12000007,London,2018,286186,8899375,55966230
E09000011,Greenwich,E12000007,London,2019,287942,8952268,56275016
E09000012,Hackney,E12000007,London,2015,268626,8660243,54777305
E09000012,Hackney,E12000007,London,2016,273239,8762413,55258490
E09000012,Hackney,E12000007,London,2017,275929,8817347,55609517
E09000012,Hackney,E12000007,London,2018,279665,8899375,55966230
E09000012,Hackney,E12000007,London,2019,281120,8952268,56275016
E09000013,Hammersmith and Fulham,E12000007,London,2015,182183,8660243,54777305
E09000013,Hammersmith and Fulham,E12000007,London,2016,181783,8762413,55258490
E09000013,Hammersmith and Fulham,E12000007,London,2017,182998,8817347,55609517
E09000013,Hammersmith and Fulham,E12000007,London,2018,185426,8899375,55966230
E09000013,Hammersmith and Fulham,E12000007,London,2019,185143,8952268,56275016
E09000014,Haringey,E12000007,London,2015,268251,8660243,54777305
E09000014,Haringey,E12000007,London,2016,272078,8762413,55258490
E09000014,Haringey,E12000007,London,2017,271224,8817347,55609517
E09000014,Haringey,E12000007,London,2018,270624,8899375,55966230
E09000014,Haringey,E12000007,London,2019,268647,8952268,56275016
E09000015,Harrow,E12000007,London,2015,246818,8660243,54777305
E09000015,Harrow,E12000007,London,2016,248697,8762413,55258490
E09000015,Harrow,E12000007,London,2017,248880,8817347,55609517
E09000015,Harrow,E12000007,London,2018,250149,8899375,55966230
E09000015,Harrow,E12000007,London,2019,251160,8952268,56275016
E09000016,Havering,E12000007,London,2015,249375,8660243,54777305
E09000016,Havering,E12000007,London,2016,253371,8762413,55258490
E09000016,Havering,E12000007,London,2017,256039,8817347,55609517
E09000016,Havering,E12000007,London,2018,257810,8899375,55966230
E09000016,Havering,E12000007,London,2019,259552,8952268,56275016
E09000017,Hillingdon,E12000007,London,2015,296056,8660243,54777305
E09000017,Hillingdon,E12000007,London,2016,299899,8762413,55258490
E09000017,Hillingdon,E12000007,London,2017,302343,8817347,55609517
E09000017,Hillingdon,E12000007,London,2018,304824,8899375,55966230
E09000017,Hillingdon,E12000007,London,2019,306870,8952268,56275016
E09000018,Hounslow,E12000007,London,2015,266412,8660243,54777305
E09000018,Hounslow,E12000007,London,2016,268270,8762413,55258490
E09000018,Hounslow,E12000007,London,2017,269100,8817347,55609517
E09000018,Hounslow,E12000007,London,2018,270782,8899375,55966230
E09000018,Hounslow,E12000007,London,2019,271523,8952268,56275016
E09000019,Islington,E12000007,London,2015,227507,8660243,54777305
E09000019,Islington,E12000007,London,2016,232055,8762413,55258490
E09000019,Islington,E12000007,London,2017,235000,8817347,55609517
E09000019,Islington,E12000007,London,2018,239142,8899375,55966230
E09000019,Islington,E12000007,London,2019,242467,8952268,56275016
