Area code,Area name,ow_obs,hyp_ten,low_bw,alc,Li.2.1.n,smoke,Li.2.3.g,activity,eating,Li.2.6.c,sti_screen,teen_preg,in_eet,Li.3.2.b,pupil_abs,ey_dev,training,Li.3.8.a,Li.3.9.a,ks4_dev,low_pay,pov_child,unempl,Li.4.3.d,wp_safety,Li.5.3.b,incare_child,avoid_mort,suicide,inf_mort,dementia,disability,kidney,frailty,cancer,diab,srwb_sat,srwb_worth,srwb_hap,srwb_anx,depres,Pe.3.2.b,semh_child,self_harm,Pe.3.2.f,air_poll,Pl.1.3.a,road_safety,road_traff,Pl.2.2.a,Pl.2.4.a,rough_sleep,house_afford,GP_dist,pharm_dist,sport_dist,crime_pers,hle,Pe.1.1.combined.b,musculo,resp,cvd,ow_obs_child,drug,can_screen,vac,trans_noise
E08000017,Doncaster,73.36387712,15.31,2.84499672988882,821.305449267601,31.614909999490102,19.8,140.8914671,58.5790792285577,49.5537896472565,39.0,647.1146851,27.6,3.8,13.2,13.75821,69.7195780807821,23.4,0.5,46.0,59.0,32.3,20.4,5.8,0.5,429,43.0,74.3488725,289.3,10.1,4.785137925,0.87,22.4,5.86,632.303996,2.55,7.92,7.63,7.88,7.47,2.82,8.99,0.79,11.6,236.5211481,487.73876900000016,8.8166,44.6,363.7,0.003848247,12.1,3.03,4.229375288736198,5.17,0.73,0.73,0.51,93.23820492,60.708231014984996,79.6638430706566,0.575,4.67,1.9080000000000001,28.825071228964948,51.0,72.20595584785174,90.5601942426342,5.610823194247061
E08000018,Rotherham,71.37261142,15.89,2.7387640449438195,700.9741165249492,21.84231032609981,18.3,92.45675516,63.150218304170195,53.998814112820796,38.5,644.7095947,24.0,3.2,24.4,12.96202,70.42508290624059,19.5,0.56,54.0,61.3,30.0,19.6,6.5,0.6,341,45.4,76.30066009999999,273.6,13.9,3.463953237,0.92,22.7,4.39,598.4903707999998,2.57,7.08,7.61,7.9,7.51,3.03,12.57,0.91,16.0,159.1954959,277.4968387,8.7987,39.6,348.86,0.005602145,11.4,5.49,2.2888358218065017,5.26,0.7,0.7,0.42,75.6879859,57.666081741956646,79.77988037018105,0.54,4.66,1.954,28.926847670940948,33.0,73.2766401345818,93.06591787720193,5.9782650376949
E08000019,Sheffield,59.96325348,12.94,2.8863598878442995,696.5745750575591,23.318277211134,16.0,43.4981704,67.4989850827909,53.1335397481996,37.5,585.5338745,21.2,3.7,52.5,12.77431,68.655317819772,21.3,0.66,52.0,58.8,22.5,19.2,6.2,0.7,197,38.3,45.7523675,243.9,9.0,5.231347453,0.85,22.9,4.19,582.4469857,2.38,6.38,7.59,7.69,7.23,3.09,9.56,0.93,16.4,132.3843732,257.9300994,8.4585,45.8,614.96,0.005122411,12.2,9.56,2.6130128037627385,5.51,0.56,0.56,0.45,75.44638969,58.9415533490114,80.81048549777894,0.5900000000000001,4.19,1.836,28.300594943378353,26.0,71.90107765541255,90.9808404140341,5.564524620082126
E08000021,Newcastle upon Tyne,63.19327992,11.94,3.00627684175752,841.539811566514,34.1958953133936,17.6,81.46013056,67.76613904627929,58.4952339165452,37.5,981.8348389,20.8,4.6,43.7,11.93285,69.5300808141275,13.2,0.66,57.0,60.5,21.1,22.2,7.0,0.6,237,49.7,88.3095781,318.0,10.7,2.698650675,0.68,23.0,4.46,656.6796469,2.14,5.86,7.53,7.63,7.25,3.03,7.84,1.0,15.2,238.73782540000002,372.8870263,6.6453,48.2,550.48,0.009879122,14.4,33.62,1.7023420822367414,5.61,0.59,0.59,0.42,97.13223453,59.49583402845634,79.3296908887247,0.485,3.895,1.5559999999999998,31.464345317108396,51.0,68.46585569358717,91.73673081205924,7.381471584917637
E08000022,North Tyneside,69.56565101,15.48,2.7818448023426097,940.679916806981,80.66573928503809,16.4,156.1096483,69.2501317034113,57.8941264843106,37.5,690.9916382,15.4,2.7,23.5,9.68721,69.7159565580618,16.1,0.68,56.0,67.9,21.0,15.1,5.7,0.5,355,46.2,71.7608631,274.6,12.8,2.368966538,0.91,21.8,5.43,649.4856244,3.0,7.19,7.47,7.71,7.25,3.09,9.34,0.91,13.7,304.5556119,601.9097252,6.7775,48.2,433.57,0.010339041,11.2,4.44,0.4912194522903107,5.68,0.59,0.59,0.42,67.18408449,61.90333390642269,80.22501289451063,0.97,4.6099999999999985,2.21,29.497551523459894,53.0,72.86198643370193,94.5384140790012,4.9632017216954365
E08000023,South Tyneside,69.37544239,16.04,2.6957637997432595,976.7014731323152,100.006818646726,18.5,157.4195074,55.695563493492614,59.312144827233105,37.5,793.9182129,24.0,3.8,21.2,11.29032,67.9108970499699,14.7,0.58,57.0,62.2,29.5,21.0,8.1,1.1,311,50.3,99.33888259999999,291.1,7.4,2.8426395939999995,0.96,24.7,6.09,672.4067856,2.94,7.25,7.62,7.83,7.41,2.66,11.0,0.97,20.4,257.3227883,541.5982478,6.9453,43.4,484.88,0.007750608000000002,13.2,25.55,2.681072965400753,4.8,0.61,0.61,0.44,70.25081438,57.609446760593606,79.61140394385833,0.615,4.925,2.22,31.9679208695363,69.0,70.83123527970386,95.51510522803804,4.725109040977871
E08000024,Sunderland,64.77162301,16.6,3.16939890710383,986.0647713450928,95.6638519417922,18.0,104.170462,63.14956319848621,55.9086202811438,37.7,731.5985718,31.9,4.2,30.1,11.53242,68.1974383005311,15.2,0.7,61.0,58.4,26.4,19.5,7.4,0.7,313,50.2,101.283539,301.7,9.7,3.313149777,0.88,27.0,4.34,743.7231982999997,2.82,6.98,7.7,7.89,7.25,3.07,9.99,0.91,15.1,159.66031830000003,363.6163487,6.9325,40.4,451.27,0.008271263000000001,15.3,16.21,1.4424446552016357,4.39,0.66,0.66,0.42,75.56606937,58.956246686884924,79.19872415770249,0.565,4.605,2.204,31.865653192818947,43.0,72.05939001136146,95.30453961039082,4.442857709548175
E08000025,Birmingham,61.95535738,12.21,3.836854161364221,700.9350024045731,15.1292672743394,14.3,62.85934513,62.54553332884461,51.823819030660886,37.5,944.1422729000001,21.4,3.0,42.9,12.21133,63.6968487267888,9.7,0.61,47.0,59.5,21.9,26.6,8.7,1.3,232,37.3,63.9309616,295.6,10.005102411341264,7.858162127999999,0.58,17.5,3.78,595.7412502999998,1.88,8.46,7.59,7.78,7.53,2.83,8.37,1.16,16.9,178.09615569999997,321.1383954,11.2412,41.9,704.43,0.014774061000000003,16.8,19.83,4.8755537077699485,6.17,0.54,0.54,0.47,72.42058831,59.497736147443845,79.57660026753493,0.535,3.745,1.31,31.85984794824575,36.0,64.01799450793732,85.44604283072479,7.877928566605881
E08000026,Coventry,63.97167921,12.93,2.99951620706338,728.6127944202319,35.4462236479481,16.3,54.93401329,62.3102397154879,51.1842750943975,37.5,865.9935912999997,26.6,3.3,39.4,10.27553,65.3988263420996,13.6,0.42,49.0,60.6,23.2,18.2,5.4,0.4,220,51.8,77.2457881,276.2,8.38340036717884,4.625550661,0.55,18.0,3.9,560.4710809,1.99,6.65,7.67,7.83,7.56,2.9,8.54,0.96,15.6,202.1225727,434.6549562,10.9761,39.8,512.5,0.013134783999999998,15.3,6.51,3.680477895899098,6.49,0.48,0.48,0.39,59.82758377,62.497271067197026,80.4322619367807,0.56,3.56,1.278,29.962528784357204,30.0,68.79792580729395,91.588222364613,3.69808567979644
E08000027,Dudley,66.4788917,18.09,3.58158044343377,765.133399347321,38.7173291904157,15.6,108.363574,61.5909301727978,53.837507932811796,38.2,513.3218994,20.2,3.3,23.1,11.33474,64.4076564924987,12.8,0.52,49.0,55.5,29.4,18.4,6.4,0.9,363,47.2,106.639602,247.9,9.475977415858347,5.5130713139999985,0.42,25.4,6.07,619.0780215,3.04,7.14,7.55,7.7,7.12,3.0,9.63,0.8,16.8,246.66444199999998,648.2235701000002,10.6021,34.9,439.27,0.011712802,13.3,26.14,0.9447093129444072,5.97,0.61,0.61,0.4,54.79314015,60.86755458845313,80.78972880544656,0.61,4.17,1.892,31.61609250799049,45.0,69.71540339382625,93.75303940004429,6.4045259703133235
E08000028,Sandwell,69.4126691,15.5,4.00372439478585,758.487433320289,32.1523003701745,19.0,90.44651326,57.761634227901496,55.0787287037803,38.5,727.9025879,27.4,2.7,37.9,10.92372,60.5203386330787,7.7,0.51,51.0,49.1,27.5,24.8,8.4,1.1,502,52.1,66.7107169,313.6,10.796312201693691,5.774241251,0.64,20.4,4.28,612.4443495,1.95,9.33,7.57,7.6,7.25,2.7,7.97,0.96,16.8,186.9432755,386.8676268,11.637,34.3,446.62,0.015989453,16.9,10.23,3.4094677820792167,5.71,0.55,0.55,0.45,65.61675722,58.260169357563285,79.21945442316455,0.655,4.1400000000000015,1.6580000000000001,32.41831083675835,31.0,65.39035139217172,90.76707829449153,10.810150834945617
E08000029,Solihull,62.47275476,15.07,2.85714285714286,684.7602485022741,31.3454487137432,11.7,81.87715419,64.4386380730664,58.637395430290795,37.5,656.3959961,14.6,2.5,22.5,10.83034,71.7895465559017,12.2,0.46,58.0,64.7,21.4,10.8,5.2,0.4,303,40.3,78.9768115,200.2,10.001904078113423,4.5354791510000005,0.8,17.3,3.92,572.7402466,3.06,7.11,7.64,7.75,7.51,2.94,8.45,0.79,14.5,210.53622969999998,393.567654,10.7601,38.6,191.88,0.00891571,9.8,5.13,2.8279743219931563,7.88,0.68,0.68,0.52,59.35446773,65.36739534138364,82.35084792096755,0.535,3.905,1.7019999999999995,24.849066201584147,36.0,72.03410613817758,92.76637554993972,6.649707574532836
E08000030,Walsall,64.40149745,15.38,4.08833184124142,808.092094803618,20.4246280164623,16.0,109.8752104,62.3084541817325,50.26088536134561,37.5,778.6384277000003,30.0,1.8,28.4,11.56078,64.8124191461837,11.8,0.43,50.0,57.1,28.1,23.2,6.7,0.7,350,46.9,95.2337066,286.1,10.341034249212267,7.104795737000001,0.82,18.1,5.13,651.2008497,2.19,8.84,7.67,7.83,7.51,2.76,9.65,0.93,12.4,180.36513269999998,416.1683244,11.2211,36.3,540.34,0.009558414,14.4,7.57,9.322772305629162,5.93,0.6,0.6,0.53,61.31157064,57.44417057804775,79.63997317910122,0.74,4.405,1.852,31.953348219156407,39.0,68.77103698487818,89.96830764713297,8.26551050936842
E08000031,Wolverhampton,68.02550238,14.68,3.42659541024835,859.6982434698891,26.233098185924202,16.5,105.6618238,58.093594807822704,47.804448844559204,38.5,824.0255737000001,25.8,2.7,24.5,11.31516,62.39820275203589,10.6,0.56,53.0,58.3,27.7,23.3,8.4,1.2,335,50.9,112.60680500000001,310.6,10.09130934671597,5.609284333,0.81,21.3,4.27,611.4199722,2.33,8.1,7.12,7.45,7.09,2.54,9.4,1.01,16.4,203.9801494,446.4250389,10.4223,37.8,617.43,0.011592658,15.2,20.33,6.976284508385108,5.75,0.58,0.58,0.45,65.69334579,57.60746074871036,79.26529453485621,0.77,3.945,1.6779999999999995,32.78938940740395,36.0,65.8213871721219,91.16917896810264,6.250638622305018
E08000032,Bradford,68.95860701,13.13,3.57534246575342,729.1878064082291,40.2581284496333,22.2,95.83800603,60.3486291867713,55.006912921601895,37.5,448.40515139999997,20.0,2.9,21.2,12.88088,66.1818181818182,9.3,0.62,47.0,51.6,25.2,28.0,6.4,0.7,293,50.3,60.698243999999995,289.5,9.2,5.884562414,0.77,20.8,3.47,610.811883,2.13,8.4,7.56,7.89,7.26,3.15,9.75,0.96,16.0,224.8146833,420.8416515,9.0525,39.4,657.34,0.004774523,14.3,23.88,1.877796743524888,4.91,0.55,0.55,0.42,99.34483672,61.394320791528884,79.52839604235558,0.585,4.335,1.5639999999999998,28.708009279709906,38.0,68.0757101146246,91.79153743665265,5.2135162030026345
E08000033,Calderdale,61.33008933,13.71,3.52678571428571,626.212461254325,34.9068060999644,18.7,102.0766396,63.8039595958469,58.2379639416698,37.5,679.8721924,19.6,3.3,34.8,8.75196,67.54578754578749,15.6,0.53,47.0,65.0,22.1,18.3,4.4,0.3,243,43.1,65.4336067,261.7,11.3,3.765465304,0.72,20.6,3.85,621.7168058999998,2.68,6.44,7.67,7.94,7.46,2.91,11.82,0.99,15.3,175.9990168,363.2818572,8.6353,40.5,393.41,0.002842469,12.2,9.92,2.8698659294299973,4.62,0.77,0.77,0.44,87.66005481,63.552731394898345,80.53277673878003,0.525,4.4,1.736,27.19958539682665,42.0,72.17250641380505,92.42205300770495,7.721350168867056
E08000034,Kirklees,60.57336337,13.78,3.58087487283825,662.074928018161,18.907357325419298,16.8,79.87871884,65.3043248386957,52.642259191761596,37.5,698.0695801,22.6,3.8,30.0,10.28453,66.89594356261021,12.4,0.66,49.0,61.1,30.5,20.0,5.5,0.4,255,39.9,65.8094563,246.2,10.0,4.183328207,0.72,22.9,4.01,536.5114336,2.38,7.14,7.63,7.91,7.4,3.01,9.99,0.95,11.3,144.5340945,255.454256,8.89,37.9,430.43,0.004560625,13.1,11.87,1.1488020292439045,5.34,0.69,0.69,0.43,75.19828323,60.490133169131234,80.56569723092758,0.66,4.335,1.682,28.9943176477194,39.0,72.41571487358941,93.52777299997592,7.322524878399125
E08000035,Leeds,60.85792641,12.24,3.08179419525066,662.51839326998,36.6891242367535,17.8,85.20428926,62.85873827897,54.594013392543296,37.5,807.2783812999999,27.9,2.9,51.0,11.3175,62.4689147518154,14.9,0.43,48.0,59.0,20.0,18.4,5.1,0.4,224,45.5,75.3391801,270.1,10.9,4.449097095,0.71,17.6,3.16,641.4278905,2.32,6.0,7.74,7.88,7.5,3.24,8.59,0.95,13.6,245.0130824,522.1123841,9.2986,43.1,426.49,0.008185395,13.1,21.33,2.560534229861718,5.86,0.65,0.65,0.39,99.86851657,61.673507432590725,80.23482582606036,0.515,3.855,1.518,28.35898962503725,43.0,68.81892095786554,92.68789383123959,7.339594145378482
E08000036,Wakefield,66.42570694,15.29,3.20130222463375,825.8515867313139,32.0107020854733,19.5,136.9945046,60.952484323720896,52.1188340319476,37.8,413.00933839999993,20.1,3.7,15.3,11.55838,65.23809523809521,20.8,0.59,50.0,63.2,26.2,16.6,5.0,0.4,490,50.7,68.91897709999999,280.4,10.4,3.160871735,0.72,26.4,5.04,522.3421363,2.69,7.27,7.72,7.88,7.58,2.9,10.1,0.84,14.3,174.6511206,397.607676,8.6739,38.6,345.73,0.0058426630000000005,11.2,2.87,2.076572113416436,5.32,0.81,0.81,0.44,82.34201736,58.82366402249817,79.98076322924763,0.54,4.835,1.92,28.773497014438497,46.0,70.8196919171061,94.50666526081436,5.93112168462433
E08000037,Gateshead,68.9632165,16.12,2.587890625,985.5208086097232,70.8764498403195,17.9,139.1378506,62.7585553882714,58.899650517778596,37.5,707.800354,20.6,3.8,22.4,9.96202,68.0363321799308,11.3,0.56,61.0,64.6,28.4,16.4,6.2,0.5,217,52.5,86.5182064,299.4,9.6,3.985828167,0.93,22.8,5.74,594.6803957000002,2.76,6.78,7.72,7.9,7.54,2.94,10.34,1.05,14.7,242.7353716,420.7456224,6.5894,35.4,384.81,0.007575633000000002,12.8,51.2,1.974060840555106,5.07,0.68,0.68,0.44,74.06182759,59.86211086325682,79.43068085358391,0.85,4.7650000000000015,2.0320000000000005,30.14127385920505,68.0,72.54040001122098,91.57647719703941,4.1099025764014
E09000002,Barking and Dagenham,69.05409087,11.57,3.51274787535411,493.450174398833,12.7101316327546,18.8,88.88975377,56.590238884595394,45.412348267864,38.7,958.7563477,27.9,3.7,39.4,10.50829,69.80264936469321,15.4,0.4,58.0,59.5,27.7,20.1,6.8,0.4,328,39.6,69.5663696,303.9,6.866659886717844,4.037921348,0.41,16.1,2.61,626.4587475,1.33,7.78,7.5,7.74,7.38,3.02,5.27,0.78,14.2,94.27075281,181.4924872,12.7452,35.0,1078.42,0.013251411,11.6,32.35,2.4017446272972687,10.55,0.45,0.45,0.41,73.00823318,59.421823212381476,79.74000922269937,0.505,3.1,0.8659999999999999,34.4140075661403,35.0,62.2338352926089,86.53192982252338,9.596117023645188
E09000003,Barnet,48.93679443,11.75,3.04816094289778,486.256330692488,23.6028428312921,14.8,68.43497737,59.9250075697884,62.4176743314545,37.5,987.5538939999999,10.2,2.1,54.1,9.43765,68.9322516991888,17.7,0.36,59.0,72.5,28.5,9.7,4.9,0.2,219,44.9,35.46418679999999,166.5,9.770634040404099,2.1510818680000003,0.72,17.5,2.9,513.0178375,2.23,6.16,7.47,7.83,7.63,3.09,6.32,1.02,13.6,99.26112398,282.061264,11.3339,43.4,809.44,0.013685995,9.7,7.51,5.717642044420881,15.19,0.52,0.52,0.38,59.75975508,65.86686704403104,83.62158981635973,0.5249999999999999,2.72,1.198,26.79251910332445,18.0,64.23073736722054,81.97308863955764,16.49427556257405
E09000004,Bexley,59.63375605,13.8,2.55681818181818,540.02874646312,14.869180946036801,12.5,105.6674493,66.48983775323711,54.718108365053,37.5,726.1536255,15.5,1.7,31.2,9.02316,78.15719752722991,18.1,0.36,59.0,66.3,32.4,11.3,4.2,0.2,294,45.7,46.4468184,210.6,7.6806551870903155,2.7987082880000003,0.81,18.4,3.36,546.7351631,2.55,6.97,7.46,7.82,7.45,3.16,6.67,0.74,14.0,78.07880582,167.709885,12.0284,46.8,634.95,0.012089511,8.2,4.01,4.488055651890083,10.4,0.55,0.55,0.37,48.07115608,65.74826414247536,82.22117015850995,0.55,3.3950000000000005,1.41,31.93357173334225,41.0,71.14140434832724,88.17152735329067,9.213650157930608
E09000005,Brent,57.10149109,12.18,3.06578667234405,562.911250593628,9.31664618483339,12.8,65.28763936,57.4231968009367,51.1267345395008,37.7,1639.080322,13.3,1.6,38.3,10.00049,67.4719800747198,12.0,0.43,55.0,63.0,32.8,13.9,7.1,0.6,246,37.2,44.6583304,221.3,8.615443098464754,3.0464091260000004,0.53,15.5,2.45,365.6753759,1.53,8.52,7.67,7.68,7.59,2.69,5.76,1.23,12.9,50.80434775,112.3371613,11.8361,42.2,1494.83,0.014189496,12.9,2.92,7.352332987160988,15.93,0.43,0.43,0.4,72.32857576,65.68636632386415,82.60824686683392,0.465,2.655,0.9940000000000001,30.65872924268925,19.0,62.23867096186873,85.06124617809228,14.199158225799
E09000006,Bromley,61.26026323,13.53,2.21063089915549,522.564492680611,21.6667742322125,13.8,143.4032334,70.2903496355117,62.12886449313379,37.5,764.0079956000003,12.9,1.5,28.0,9.5065,75.4302103250478,20.5,0.28,67.0,71.7,28.0,8.9,4.1,0.2,233,41.9,39.4731375,181.1,7.537615437748567,2.717825739,0.79,15.7,3.49,521.9177222,2.56,5.49,7.6,7.65,7.34,3.29,8.5,0.84,13.2,101.1907372,259.4554947,11.3722,52.0,863.5,0.005870016,8.1,13.81,0.9158068258135416,12.4,0.64,0.64,0.44,57.16160938,68.25094755479577,83.17054276817876,0.485,3.23,1.4600000000000002,25.06852242293005,44.0,70.83837850700166,86.77631002269749,10.102998904790622
E09000007,Camden,42.66062278,9.08,3.11252992817239,564.7082835362097,26.738740822107896,11.4,36.38446597,68.8249555422548,57.1849950411505,37.5,1756.856445,11.0,2.6,58.6,12.11617,65.1287553648069,20.7,0.27,61.0,62.1,13.0,10.4,5.8,0.4,194,43.9,41.3151257,194.2,9.899241900235063,1.598819333,0.5,17.3,2.24,463.06950660000007,1.75,4.01,7.56,7.71,7.35,3.38,7.29,1.46,13.9,73.58055367,197.9151705,12.0138,58.3,2798.96,0.01341247,8.9,6.79,6.822870261115257,20.01,0.27,0.27,0.26,109.1779645,64.69663271285349,84.43417375041139,0.38,2.595,0.8859999999999999,29.0176589662091,14.0,59.302745904458654,80.73029818111003,20.0522089021166
E09000008,Croydon,65.44177046,12.37,2.9626851678229906,491.181042131276,20.0003571492348,13.2,69.85226276,66.2812573154322,56.5071161098959,37.5,1337.53479,25.0,1.5,16.3,10.45125,70.3520569620253,22.3,0.46,55.0,60.4,25.2,12.8,5.5,0.4,235,42.1,85.84243620000002,221.7,8.012187102539992,3.453833755,0.58,18.9,3.08,524.2170831,2.01,6.94,7.68,7.86,7.61,3.03,5.98,1.11,14.6,101.2561472,248.8698621,11.9317,50.9,1066.12,0.009759927,10.7,8.86,17.740626818088135,10.88,0.53,0.53,0.37,69.2562764,62.411615936300706,81.99791573724046,0.485,2.95,1.1059999999999999,30.217662545140605,23.0,67.04463835063173,81.22537144155491,12.85214426700165
E09000009,Ealing,56.58593713,12.31,2.7266962587190897,678.593274218399,21.780404211426106,15.4,57.0862316,62.991875545804604,56.480254473359096,37.5,1279.730225,11.3,1.5,30.9,9.73831,69.44030644818051,20.4,0.31,54.0,64.0,32.3,13.2,5.7,0.5,355,39.7,45.527254799999994,221.0,9.740972716473896,2.635872976,0.43,18.2,1.96,493.2933217,1.56,8.09,7.42,7.7,7.35,3.35,5.1,1.09,13.8,103.14387950000001,253.3349815,11.8727,51.2,1248.86,0.014747497,10.5,17.76,7.83058102911236,15.03,0.44,0.44,0.4,70.91606197,61.754846549614,82.44002180961826,0.42,2.985,1.05,30.589699897101248,21.0,63.32316095890099,83.254589557052,10.998428588057285
E09000010,Enfield,63.49859973,13.19,3.28875246656435,574.5966472221737,14.444373114206801,13.1,55.97456206,61.980195447002295,57.4395950318232,37.5,866.8347167999997,20.6,1.5,36.6,11.7658,65.80188679245279,20.0,0.4,52.0,62.4,33.8,13.0,6.1,0.4,331,41.1,43.287961100000004,194.7,6.111789953001013,3.232105582,0.61,19.7,2.82,508.8587949,2.13,7.75,7.29,7.81,7.23,2.96,7.27,1.07,13.3,67.60962404,150.9251764,11.7069,43.9,645.91,0.014767447,11.3,7.14,1.8065378605172115,13.16,0.55,0.55,0.37,61.99435758,64.04389314930735,82.35374028609537,0.475,2.935,1.128,32.908299623154896,22.0,68.10342910763755,84.9831724512646,12.014978764860803
E09000011,Greenwich,62.98205008,12.42,2.83755024828565,614.081203924377,14.6415101960448,17.4,101.9848375,65.9497042358004,54.2849785572795,37.5,1425.526001,20.9,3.1,37.9,9.42094,78.74291880226599,19.0,0.39,64.0,60.3,26.9,15.5,6.2,0.4,385,41.6,78.7365807,258.6,8.116734511757983,4.621139881,0.45,19.8,2.73,484.1389519,1.66,6.64,7.28,7.68,7.27,3.37,6.37,1.19,16.1,66.13222746,109.5159757,12.2826,50.4,848.29,0.015241672,10.0,15.52,2.8659556708306617,12.75,0.44,0.44,0.4,74.56500167,59.60493768337638,80.84304235524237,0.415,3.18,1.0100000000000002,35.137832331540196,57.0,65.11070652538089,85.25323266488476,10.476835220510337
E09000012,Hackney,48.84092115,9.28,3.1707317073170698,554.271049926585,18.7732990050152,19.6,69.86959884,70.6902159735612,66.5476682415282,37.5,2781.6098629999997,22.3,1.3,36.3,8.77632,68.8456632653061,16.8,0.39,64.0,69.3,21.1,15.0,7.2,0.6,214,40.5,53.075955799999996,284.9,8.111255465317385,4.885993485,0.32,20.6,1.99,467.1512154,1.35,5.87,7.26,7.47,7.1,3.48,9.19,1.42,16.8,91.68030166,228.2837331,12.3418,63.0,2770.64,0.017033489,10.2,9.62,6.221659426363001,16.3,0.34,0.34,0.37,97.82644498,60.15499178374977,80.85927045553527,0.35,2.815,0.8119999999999999,33.995534028292155,29.0,61.63377020214558,75.81622428091106,16.272729304321253
E09000013,Hammersmith and Fulham,50.49986904,9.37,2.90294627383016,661.497417283017,17.4072820463227,19.6,55.21360859,72.9229670382515,62.046024748227,37.5,2152.53418,11.8,1.7,31.1,10.87215,70.9914320685434,18.7,0.25,61.0,69.4,16.2,9.5,5.9,0.5,327,36.3,58.3975707,245.4,11.852807908230087,2.879078695,0.46,14.2,1.92,499.5727448,1.7,4.6,7.47,7.79,7.43,3.49,6.65,1.37,15.7,95.91011573,173.0238775,12.3409,67.3,1854.95,0.021238284,8.4,3.16,3.3006386735833377,19.05,0.34,0.34,0.32,97.30832916,64.1541260733952,82.02829307470995,0.38,2.79,0.89,27.91292952824696,29.0,58.08586316017995,78.6273236990382,15.8773129413078
E09000014,Haringey,53.77066901,10.42,3.2046230627790897,672.869520558839,27.6785961416037,17.7,63.22087165,66.4457169636296,56.4758089606417,37.5,1790.393066,19.2,1.8,45.8,10.60131,72.2910216718266,15.3,0.36,56.0,62.6,30.7,13.7,6.2,0.6,288,42.0,66.62828,235.8,10.440380569439887,3.107621851,0.41,15.1,1.98,473.9574983,1.69,6.2,7.56,7.67,7.38,3.01,6.54,1.29,16.5,69.37746725,187.6684459,12.0654,54.4,2253.1,0.01276092,12.6,6.67,10.658708164570454,15.58,0.4,0.4,0.38,91.29734855,64.2560126140298,82.33575959835045,0.44,2.61,0.8340000000000001,30.996358349658298,18.0,64.53781660038375,83.49801844388276,13.011670185315499
E09000015,Harrow,52.36090127,13.27,3.3959975742874504,468.71038875629205,15.169902912621401,7.4,41.39567545,63.644001589961796,62.5944538485305,37.5,772.4788208,11.9,1.2,55.7,8.933069999999997,72.3579718998167,10.0,0.4,62.0,66.8,31.0,11.0,4.8,0.2,175,40.6,31.5717468,171.0,8.204737192725275,4.56578457,0.63,15.8,2.7,376.1065292,2.04,9.54,7.64,7.71,7.72,2.47,5.65,1.0,11.7,55.61717036,136.1622456,11.0837,42.3,812.09,0.010199939,11.8,8.95,4.020957229077955,13.48,0.5,0.5,0.39,49.12403447,66.50031162418526,84.2052976111493,0.55,3.05,1.3,26.7765099672756,14.0,64.38812231711657,86.00045356561233,9.940756088283116
E09000016,Havering,61.02384051,13.79,2.26452248112898,433.802832547786,11.634742566011901,14.9,57.13139476,61.1496858508171,55.0889876318959,37.5,728.5872192,24.3,2.3,25.6,11.1042,70.8063021316033,19.8,0.34,63.0,63.6,27.3,12.6,4.4,0.3,263,41.9,42.4330757,212.9,8.103496601695934,1.72623883,0.76,19.8,3.01,563.8285057999999,2.56,6.4,7.53,7.9,7.44,2.81,6.32,0.68,8.8,75.17787042,144.539763,11.5438,44.1,603.07,0.009549184,8.0,2.57,9.472275832672247,10.85,0.61,0.61,0.5,61.60531395,64.91648254930517,82.23083620461696,0.63,3.245,1.396,30.22316903729855,24.0,70.42946237817284,91.07840808441358,6.640535580178393
E09000017,Hillingdon,55.81122289999999,12.47,3.36598844511429,500.7528853966471,26.9296003552817,15.2,46.44370623,59.4338684724603,49.9688394760084,37.5,874.1153563999999,15.5,1.4,44.6,11.0112,69.5752539242844,26.1,0.31,57.0,64.7,22.4,11.6,4.4,0.2,378,38.5,48.7894558,216.9,10.843671898704775,2.026266417,0.61,16.4,2.58,556.1618297,1.71,7.28,7.68,7.94,7.36,3.37,7.19,0.83,13.9,80.2796972,151.99525680000005,11.1604,41.7,429.32,0.013065497,10.0,8.53,9.33647661379331,12.58,0.56,0.56,0.4,68.46304923,64.25009553216249,82.29713403512515,0.5,3.14,1.152,28.512942272426358,18.0,65.57181553653382,82.24807936909447,8.76665984218671
E09000018,Hounslow,59.15833039,11.55,3.04270007670672,618.427006343116,24.0614690328894,13.8,67.77587227,58.032779780084,53.767297703354394,37.5,930.880249,18.6,2.0,30.7,9.08931,69.3675889328063,18.2,0.37,59.0,65.5,19.3,13.7,5.3,0.2,330,34.6,44.729149,227.2,9.29278143013577,3.907746533,0.48,19.9,2.53,516.0144315,1.64,7.67,7.96,8.04,7.91,2.79,5.64,0.85,17.2,138.32267969999998,320.1487546,11.8505,42.3,858.25,0.018254492,10.8,2.75,12.673798784806351,13.52,0.49,0.49,0.38,75.17799232,62.25665598091476,82.1181992022962,0.43,2.7350000000000003,1.018,30.04351892599911,26.0,62.99040915914911,80.88607467647572,27.18271023342525
