Area code,Area name,hyp_ten,low_bw,alc,Li.2.1.n,smoke,Li.2.3.g,Li.2.6.c,sti_screen,teen_preg,Li.3.2.b,pupil_abs,ey_dev,training,Li.3.8.a,Li.3.9.a,ks4_dev,low_pay,pov_child,unempl,Li.4.3.d,wp_safety,Li.5.3.b,Li.5.4.a,incare_child,avoid_mort,suicide,inf_mort,dementia,disability,kidney,frailty,cancer,diab,srwb_sat,srwb_worth,srwb_hap,srwb_anx,depres,Pe.3.2.b,semh_child,self_harm,Pe.3.2.f,air_poll,env_noise,road_safety,road_traff,Pl.2.2.a,house_overcrowd,Pl.2.4.a,rough_sleep,house_afford,GP_dist,pharm_dist,sport_dist,crime_pers,hle,Pe.1.1.combined.b,musculo,resp,cvd,ow_obs_child,drug,can_screen,vac
E06000041,Wokingham,12.14,1.70994300189994,407.53055507804703,18.964536317087,9.5,46.96148912,37.5,549.4020996,8.1,36.5,8.53547,70.0454545454545,20.7,0.36,76.0,69.3,13.0,6.1,2.8,0.1,199,42.2,0.733184571246414,20.3450521,161.2,6.034770158552967,3.893936584,0.75,11.0,3.77,580.8649684,2.52,4.68,7.73,7.85,7.62,2.97,7.28,0.53,13.3,174.92051709999996,460.2006976,9.1419,4.17682299621592,245.01,0.006020814,7.1,3.74,0.49,8.6848635235732,11.31,1.15,1.01,0.5,30.81885856,70.60123076923077,83.2196923076923,0.46,3.695,1.24,21.37248802261365,25.48945406297968,76.39755379504246,92.01649393277178
E06000042,Milton Keynes,12.22,3.00083356487913,596.721471352962,25.5328710181488,16.4,111.1507827,37.5,584.6296387,20.3,29.8,10.87556,66.9612685209254,17.7,0.34,70.0,53.3,15.3,13.9,5.1,0.3,261,48.3,1.12832177931831,52.124055299999995,228.4,8.519262927795793,5.327510917,0.49,16.9,2.58,616.1194106,1.93,5.72,7.53,7.74,7.47,2.86,8.05,0.67,15.8,156.0650061,387.6284728,9.4617,9.04256538382194,396.08,0.005243726999999999,7.9,9.57,2.93,11.01903252894396,8.32,1.01,0.81,0.45,64.51833529,64.25149269894104,81.01890751991975,0.4,3.5250000000000004,1.102,27.923415719158502,34.55403745882025,70.56034626407526,93.93536753397294
E06000043,Brighton and Hove,9.59,2.68505079825835,582.6031495660379,58.273150482226704,20.9,94.00741433,37.5,1488.71521,25.3,46.2,11.81392,64.7379169503063,21.8,0.44,72.0,62.0,16.5,11.8,5.8,0.3,214,44.7,1.2244897959183705,92.2454908,246.7,15.265826682343711,3.817651022,0.55,25.4,3.28,605.576104,1.9,4.07,7.52,7.59,7.29,3.64,9.54,1.21,19.6,307.6166514,450.1108789,10.0529,7.855550414335589,880.01,0.010721835,12.7,17.08,17.48,27.45773093535817,11.49,0.51,0.43,0.38,71.32673644,61.901793553065566,81.39246707712455,0.34,3.435,1.124,22.114535860402647,58.31866080062643,67.14497164371592,87.91473912108204
E06000044,Portsmouth,11.84,2.72912423625255,602.2663022590319,43.883623709475,19.8,107.5811673,37.5,849.5508423,25.4,50.9,14.365379999999998,68.5726038667215,20.7,0.39,66.0,51.6,17.6,16.1,6.2,0.3,165,39.3,1.22222222222222,73.800738,298.3,14.219868748083387,2.586525434,0.68,20.9,3.05,418.2653042,2.04,5.74,7.8,7.88,7.64,2.6,7.95,0.87,16.5,353.29715760000005,636.9824999,11.7994,10.2711585866886,733.77,0.019936099,14.5,10.87,8.7,7.124604584445564,7.23,0.54,0.44,0.38,89.99325537,61.352352544433785,79.91471183349323,0.4300000000000001,4.1400000000000015,1.4,28.172471671240697,48.67112751551639,67.57358073276987,93.702766124508
E06000045,Southampton,10.68,2.5048796356538703,762.727622378559,77.0914497322449,20.5,96.60802038,38.5,1062.537231,29.3,43.4,13.30737,66.13172851889,23.9,0.46,70.0,51.2,18.1,16.5,5.6,0.2,200,55.1,1.1270194447131698,119.383323,282.7,14.590359086764016,3.1366993830000003,0.6,18.5,3.03,679.3825341,1.73,5.52,7.61,7.72,7.46,2.6,8.38,1.11,18.8,353.18654580000015,562.0989224,10.4862,8.93122394641892,839.16,0.01418679,12.4,13.56,11.24,12.598860412754927,7.8,0.64,0.56,0.39,95.78791647,61.97871686702919,80.55920732847261,0.425,3.95,1.266,28.65473462671185,66.68255857007337,67.1243374266666,92.12392455680826
E06000046,Isle of Wight,17.15,2.6182432432432403,470.698246279315,62.6394706964726,16.4,72.67648781,37.9,548.2255859,17.3,26.7,11.96237,71.70513775130308,19.7,0.65,66.0,50.3,31.2,15.3,5.2,0.4,210,45.5,1.33180455106721,80.259964,207.9,13.338528687300615,3.077712234,1.33,23.4,4.19,515.7589228999999,3.17,6.64,7.72,7.93,7.58,2.72,6.77,1.1,16.7,222.2678412,416.18888460000005,9.3449,3.52921062248152,767.68,0.001079348,10.6,5.79,4.91,2.86198779362206,7.76,1.18,0.96,0.54,53.96277985,62.9978155878165,81.74587265585309,0.6849999999999999,4.3100000000000005,2.04,28.55889700283225,45.45476696415138,72.34598961785825,88.04016596806153
E06000047,County Durham,16.46,2.84311720188178,752.6974471225792,67.4997173657155,19.0,98.1416069,37.5,555.4603882,26.4,35.1,11.88951,63.5300279329609,19.1,0.59,71.0,56.9,23.8,16.8,6.8,0.5,382,49.2,1.1979450809238,61.8145563,284.0,15.7,3.353204173,0.91,25.0,4.48,655.413112,2.68,7.3,7.62,7.8,7.29,3.18,9.68,0.91,17.7,197.35127769999997,421.084514,7.1773,3.3358097020696,330.96,0.001175487,13.3,3.63,5.52,0.5776484700980269,3.64,1.22,1.03,0.49,49.50447389,57.44030041571435,79.67733519207775,0.5549999999999999,4.71,2.1900000000000004,29.72760448116185,39.23949065039578,73.74819483712322,96.78345560045734
E06000049,Cheshire East,15.32,2.18426211145337,614.73485625108,43.989833460711296,12.5,111.321836,37.5,700.5934447999997,17.4,37.4,9.4014,68.3695392695154,15.6,0.35,71.0,63.4,21.9,10.1,3.5,0.2,253,50.3,0.939881070065244,47.29108660000001,213.7,11.4,4.2227500660000015,0.97,18.0,4.69,598.1710578,2.86,6.27,7.85,8.1,7.63,2.45,8.7,0.85,10.7,208.3098195,493.8163993,8.3771,3.18333901628165,285.29,0.002515375,10.0,3.56,5.37,0.26615423105381103,6.67,1.43,0.96,0.55,38.80262535,64.99201537306838,81.98493274282582,0.55,3.835,1.9080000000000001,23.8352656173498,39.11434910538173,72.55252575736291,92.84236409340565
E06000050,Cheshire West and Chester,14.8,2.38022581629539,606.378082314425,36.7715579555014,13.1,76.16193898,37.5,623.6016846,17.8,32.7,10.1441,68.78834355828221,15.7,0.42,72.0,59.6,26.5,10.9,4.1,0.2,271,46.8,1.0527221123247599,75.5777922,223.9,10.5,3.376477209,0.8,18.1,4.06,599.4525418,2.88,6.57,7.6,7.8,7.43,2.81,8.02,0.85,15.1,200.0530041,400.6570851,8.4524,0.8744688051222309,297.98,0.002767647,10.1,4.16,9.98,1.4972346076796157,6.89,1.17,0.8,0.53,43.74620077,65.9663789979907,81.49409730228268,0.695,4.205,1.892,27.71585990157755,42.127904255673755,72.4739432345708,94.18509939098202
E06000051,Shropshire,16.12,2.32378001549187,619.103297954994,33.4884967013831,14.5,58.07826914,38.9,365.946106,17.0,31.7,9.27776,68.332762752482,21.2,0.53,70.0,57.2,29.2,12.9,3.4,0.2,312,51.1,1.2079021636876799,51.8724273,202.4,9.713321137101165,3.068570754,1.12,18.2,5.75,588.5441365,3.16,6.47,7.73,8.01,7.66,2.87,8.95,0.76,14.2,158.97789980000005,390.7889749,7.9022,2.71467406126429,290.02,0.0006157819999999999,16.0,4.03,4.32,2.2419585750111297,7.5,1.64,1.74,0.83,41.50505882,65.10300934896726,82.06316590173176,0.635,4.195,2.0900000000000003,25.91593063493155,26.029571935767642,73.9557391990035,93.13412001248452
E06000052,Cornwall,15.59,2.3738280470776,733.993994049084,49.07921067963621,18.1,100.4450872,38.1,592.8479614,17.6,25.9,12.0899,63.2378623821167,16.7,0.54,68.0,59.1,33.3,17.7,4.0,0.2,283,49.4,1.35310926051523,41.9559082,212.9,15.138183220439933,4.373177843,0.9,19.2,5.37,620.0356658,2.99,6.38,7.78,7.96,7.61,2.81,7.97,0.81,15.2,234.52520389999998,493.1497694,8.8348,4.29307131167379,396.57,0.00087321,14.2,5.77,5.37,11.81210395378378,8.75,1.69,1.51,0.6,34.61855082,64.3941161184336,81.55589687488073,0.585,4.335,2.1260000000000003,27.931251011033893,46.95813023204782,72.99902194611167,90.02780014656838
E06000054,Wiltshire,15.1,2.11663066954644,551.973181856157,43.6427583506888,14.3,110.1069145,37.5,552.9622192,14.0,31.5,10.38706,66.070460704607,25.5,0.44,69.0,61.4,22.0,10.2,3.3,0.1,274,48.0,1.0663090317474302,38.957291299999994,186.4,8.973010023000278,3.813093776,0.89,19.5,4.05,555.8327087,3.09,6.1,7.83,7.96,7.61,2.74,7.57,0.78,16.8,232.39894219999996,581.7383876,8.6265,2.25059813657057,308.96,0.001129492,11.8,4.53,3.97,4.708415986505271,8.6,1.56,1.58,0.59,36.00300520000001,65.71070448138846,82.41712717022153,0.5650000000000001,4.04,1.806,24.6367261534898,28.727317639386378,73.18407247956472,92.61345694623225
E06000055,Bedford,13.7,2.67077555213148,578.2518234061811,24.074041050698103,17.3,98.3629985,37.5,766.3665771000003,18.4,23.9,10.74524,60.7578397212544,20.3,0.49,63.0,53.1,22.3,15.2,5.1,0.7,284,42.4,1.0820045558086602,66.88068489999999,214.1,7.489053958734564,4.387339392,0.63,15.5,3.58,586.8763275,2.51,6.96,7.54,7.79,7.37,2.96,9.33,1.09,14.1,204.91817580000003,400.7323033,9.4196,3.45327464007258,481.75,0.0017384929999999998,8.5,7.66,8.27,30.653459633601,8.45,1.08,0.86,0.49,58.07929028,64.08227508775303,81.72126989469633,0.595,3.99,1.454,27.520200223934694,62.2161753823703,69.19913671029265,93.07186933629038
E06000056,Central Bedfordshire,14.03,2.2342586323629,553.0408106756099,23.855368309847197,16.7,91.29183882,37.5,489.36193849999995,18.7,22.9,10.70777,63.6207881210737,23.2,0.36,66.0,60.1,25.3,9.8,3.2,0.2,326,44.9,1.0446172080596199,46.91631829999999,193.4,5.607453702658852,2.04855065,0.59,18.3,3.61,565.724182,2.59,6.04,7.7,7.86,7.51,2.61,8.61,0.68,13.8,154.1172774,439.9270386,9.6527,2.93407098700104,300.5,0.002831821,6.7,4.59,2.51,3.670788962671747,8.33,1.31,1.1,0.49,45.88119124,63.79189196133925,82.71013504832595,0.49,4.045,1.4420000000000002,23.50537352217865,32.78507279878453,73.07914850793813,94.32210180909685
E06000057,Northumberland,17.31,1.69035728006147,843.706957746655,64.0636402631623,16.6,119.7329675,37.5,530.0715941999998,22.5,17.4,10.93909,64.8968446601942,16.4,0.6,70.0,58.4,33.3,15.0,6.2,0.6,261,51.5,1.00991348902833,61.879118299999995,232.9,12.6,3.221572605,0.93,19.7,5.92,616.4234796000002,3.16,7.6,7.76,7.8,7.58,2.72,9.35,0.91,16.7,249.7454111,492.18039060000007,6.4543,2.02348980326915,404.06,0.00035344,13.1,3.61,5.33,1.580013461714694,5.64,1.93,1.29,0.6,41.57963426,63.95115735986071,80.939350235264,0.7450000000000001,4.74,2.2860000000000005,28.8572221382408,48.47257004069496,75.54426933526112,93.48793314786778
E06000058,"Bournemouth, Christchurch and Poole",14.13,3.9959016393442597,725.06,48.73,17.5,121.29,37.5,892.7084351,20.5811138014528,47.2,11.389698381007605,69.07172950037999,21.1,0.49,65.65888525898657,62.3511510940446,22.551259820562873,12.4,4.2,0.2,242,44.8969500292922,1.29502028050628,65.12714444159171,220.2,10.170776762098287,2.408515267,1.07,19.2,5.81,733.91,3.1,5.92,7.5351057972979545,7.773797088175927,7.396973181644918,2.777063386281016,8.15,1.0,15.687557490503373,316.31,713.52,9.338795883230278,6.95289949962782,670.5180868015651,0.0033503004733943065,9.257683323147921,9.929561056046458,6.126492369005544,16.62876161774826,9.0,0.8082353813998348,0.6173918938624521,0.49347182959868396,60.9757945596685,65.41985889328087,81.79721358468424,0.6000000000000001,4.045,1.9980000000000002,25.157629155,61.01452977746466,72.74684235985194,91.38292045699578
E06000059,Dorset,17.17,2.36414961185603,525.42,38.92,15.0,89.46,37.5,870.8848877,14.643363249881899,22.7,10.93608,67.50972762645921,22.2,0.47,66.0,60.2,26.915169682162123,12.7,2.9,0.1,312,44.3,1.23149416836547,49.848512299999996,180.3,10.423646289124953,3.648460135,1.02,21.2,5.57,613.61,3.84,6.44,7.816958744578027,7.993151659150351,7.6375671894003805,2.599048800439139,8.15,0.83,18.2,265.51,544.1,8.031957842082036,3.5540024627553,380.11,0.001008157,10.037293041634893,4.378913681664127,6.273264120976495,5.381609962436364,9.42,1.7051411865373645,1.5098357263558966,0.6504829187699792,36.99919448,66.56850681849983,82.98553725224417,0.6,4.49,2.3020000000000005,25.445550495,35.55517600904045,75.80612557280024,93.28258087622378
E06000060,Buckinghamshire,13.34,2.7698355968549,514.837639864482,21.538461538461494,11.077554001601172,46.34610573,37.5,617.3306884765631,11.8,31.9,10.25297,68.3583959899749,26.5,0.37,73.0,70.1,17.2,9.808983066281677,3.85679226884507,0.1,228,41.4,0.998539917098649,36.5825968,164.18751313757556,8.492267766625794,3.509553785,0.73,15.7,3.27,569.8202782999998,2.66,5.93,7.86,7.96,7.66,2.82,7.93,0.72,12.1,148.67564109999995,387.3226433,9.0986,2.47205391413197,244.68,0.002624576,8.4,6.25,2.999228769744923,5.311943905872353,10.47,1.2502820642214016,1.1200971516597926,0.5057515831489963,42.11802380509719,69.80396953979593,83.23374108826555,0.5,3.695,1.5,22.658664979953297,27.99063060008368,72.79096919553227,94.17380384926494
E08000001,Bolton,13.99,3.22188449848024,707.148379175295,48.6474982010561,18.4,151.97617580000005,37.5,594.3204346,24.8,20.3,10.97344,61.132364192808,17.5,0.41,70.0,58.0,25.8,24.1,6.6,0.6,293,40.2,1.04071763963838,86.48943919999998,286.3,10.7,3.345659447,0.76,22.9,5.81,644.4206393999998,2.17,8.0,7.53,7.81,7.37,3.0,9.11,0.93,14.2,267.9422742,529.3513223,8.4964,3.46786916528827,267.65,0.009969174,12.5,6.91,9.72,2.8386107838823684,4.57,0.76,0.55,0.4,71.19235846,61.03574449664335,79.86847935620305,0.485,4.315,1.588,26.51739519772325,60.81145131369092,69.37418298872686,93.97187238194971
E08000002,Bury,13.39,2.5383395029085096,587.346663084555,34.5127814948741,19.5,124.8613396,37.5,536.5141602,23.8,27.5,9.33245,65.7928118393235,15.7,0.52,69.0,55.8,27.6,17.5,5.7,0.4,426,51.9,1.13939393939394,69.31879599999999,269.7,12.0,4.202857943,0.94,23.5,4.57,645.8939730000002,2.27,7.24,7.61,7.74,7.32,3.11,5.9,1.04,15.6,172.8903133,399.7265673,8.0833,4.12862034896667,166.43,0.010813402,11.2,5.33,10.35,4.7926385072528594,5.33,0.83,0.75,0.41,58.04950263,61.265991437152536,79.83837944916608,0.53,4.23,1.6800000000000002,26.791324365803,57.37155566409577,69.39668424560243,87.02164747932925
E08000003,Manchester,10.28,3.32321918797862,763.9848388727991,46.94822074937471,22.7,106.0833595,37.5,1171.9573970000001,28.7,49.7,11.39592,60.8826049700086,15.0,0.44,70.0,47.9,15.8,26.2,7.6,0.5,214,44.2,1.1681619413250102,112.44671899999999,399.8,10.5,5.121372361000001,0.48,20.8,2.78,627.4356613,1.51,6.32,7.36,7.5,7.13,3.08,9.15,1.23,16.4,189.11887099999998,295.7621824,8.6619,7.14512004706841,401.33,0.015577466000000003,15.3,16.43,7.92,13.212308586679347,5.75,0.54,0.47,0.44,103.2447542,55.6,77.67991596971738,0.385,3.83,1.2119999999999995,31.632371506205697,63.75360016127452,59.89234693453508,85.939695553557
E08000004,Oldham,13.44,3.4755677907777,654.222698685516,49.675090252707605,22.3,105.1917287,37.6,704.9164429,22.0,28.4,11.83621,57.3040208273069,14.0,0.52,68.0,51.6,32.9,28.2,7.2,0.4,333,37.0,1.21881131215442,67.62497619999999,318.5,11.0,5.054589567,0.77,21.4,3.55,583.0403401000002,2.15,7.94,7.38,7.7,7.23,3.1,9.29,0.96,15.5,184.70998740000002,326.9185938,8.3677,4.34862555625088,391.83,0.005181545,12.1,7.55,21.26,0.8688210532717628,4.72,0.74,0.6,0.41,78.51101448,59.3367624252271,78.98088767447013,0.5549999999999999,4.355,1.568,28.867200577252852,52.10864209847708,67.59894698110975,91.66353076159395
E08000005,Rochdale,14.04,2.87141073657928,618.1746127193541,37.5138208813773,22.0,120.9756155,37.5,557.6952514999998,22.0,32.5,10.64228,57.206284153005505,14.0,0.59,67.0,49.4,29.6,23.9,7.1,0.4,503,47.8,1.1589219123328,103.78365600000001,323.2,11.2,4.782509679,0.66,25.4,4.36,748.6908908,2.26,8.17,7.52,7.73,7.39,3.04,13.0,1.09,14.6,171.13045449999996,268.9714505,8.0828,4.68731763113051,228.21,0.006900133,12.4,7.79,21.95,0.9332101495935872,4.72,0.68,0.63,0.45,82.04783635,58.99650979404053,78.98053930214546,0.56,4.6,1.7619999999999998,28.676287801415505,59.1593843384361,67.55118667219864,92.187821663346
E08000006,Salford,12.99,2.87448099648675,930.228568397602,76.6620585647857,22.3,153.2111439,37.5,883.8082886,32.0,31.1,12.47041,61.343012704174214,20.2,0.44,71.0,48.6,19.9,19.1,6.8,0.4,328,40.7,1.1715722100414099,110.21723200000001,346.5,13.2,3.862822687,0.78,22.3,3.44,677.9454192000002,1.96,6.2,7.42,7.72,7.34,3.04,8.31,1.03,17.7,358.1850005,523.2249535,8.7092,3.52568081184941,184.95,0.015797885,11.4,9.51,3.68,6.525658071831182,5.18,0.66,0.59,0.4,64.34706712,58.84633013304186,78.73632140497418,0.475,4.225,1.6980000000000002,29.330820675528802,77.95203371003876,65.15307649989808,93.12344196884895
E08000007,Stockport,14.56,2.2317033147358103,740.199208996048,73.7839216154339,15.1,156.0552624,37.5,694.7416382,20.8,25.8,10.64211,67.9389312977099,23.4,0.48,73.0,57.7,23.9,11.7,4.9,0.4,228,39.9,1.21227994686921,47.149105,233.9,12.6,4.312879827,0.9,17.9,3.17,592.6196749,2.62,6.15,7.69,7.86,7.28,3.13,9.99,0.84,15.5,231.5792402,497.18665810000016,8.2561,2.7559019693667297,185.6,0.009831803,10.2,4.81,14.86,3.1231673080726936,6.4,0.75,0.58,0.38,58.9341671,65.45945226585789,81.38465830814556,0.46,4.355,1.8880000000000003,24.240092521876697,59.94938854995782,70.73312468724792,93.70944767539623
E08000008,Tameside,15.2,4.08163265306122,821.44222009868,66.2333051102068,21.7,175.6177676,37.5,795.7260742000003,25.2,27.5,9.17263,57.762193178195716,16.6,0.42,69.0,59.3,25.8,17.9,5.4,0.4,411,44.3,1.3744497518029402,85.11074649999998,318.2,13.2,3.535987225,0.76,25.1,2.97,707.2930447000001,2.27,7.56,7.52,7.74,7.36,2.89,10.05,0.83,14.2,290.770961,610.1352823,8.4599,4.45859650158759,307.56,0.007501663,11.9,6.12,10.31,6.320342020793926,5.08,0.75,0.63,0.4,69.10842547,57.52182684971582,79.03092137043072,0.46,4.635,1.844,29.1049676271652,83.43829225930777,67.40498249162349,92.36032804845486
E08000009,Trafford,13.74,2.9036004645760696,587.184687177196,34.806605796543,16.4,88.21502514,37.5,871.2841797,14.2,28.6,8.11228,73.40674007340671,23.7,0.37,78.0,70.8,26.2,10.6,4.1,0.2,334,40.6,1.0300279329608901,62.39871850000001,229.2,8.1,3.355302576,0.79,16.2,4.27,576.8882272999998,2.62,6.38,7.76,8.0,7.65,2.88,10.14,0.89,14.1,135.8466972,314.4869841000001,8.1951,4.05078701004767,261.26,0.009384639,9.9,5.59,6.41,0.4292306041420753,7.83,0.75,0.54,0.4,49.92810387,64.02226204528382,81.73642880137353,0.515,4.375,1.746,24.9783946645447,28.86440812054533,70.67028521231367,92.17762839517958
E08000010,Wigan,15.95,3.0567685589519704,691.8823738609241,60.5303045215645,18.7,218.9208641,37.5,545.5921021,24.8,21.8,11.30337,63.7877211238293,17.7,0.53,74.0,58.5,28.4,15.8,5.1,0.4,291,52.2,1.25783020125283,74.52004659999999,289.8,12.1,4.0087463560000005,0.75,20.7,5.14,636.0644132,2.45,7.15,7.77,7.89,7.65,2.61,9.11,0.81,15.7,317.1131826,700.3325802,8.605,2.04456233981777,193.22,0.006821012,10.9,4.43,28.23,0.9309715619220218,4.33,0.81,0.66,0.44,60.72417175,60.10420612951678,79.45817858517148,0.5700000000000001,4.56,1.992,29.592994813449593,81.63535278033399,70.71783868045969,93.9733153678426
E08000011,Knowsley,15.09,2.05949656750572,897.085841418467,57.6535024502739,21.4,170.8058843,37.5,809.7928467,31.8,20.4,15.610079999999998,60.3324099722992,13.7,0.64,68.0,38.8,29.7,17.4,6.1,0.7,518,42.7,1.2941258546114098,94.5824418,343.1,8.9,3.547357219,0.74,25.7,4.67,661.7681227999999,2.6,7.32,7.51,7.79,7.16,3.13,11.67,0.98,24.3,330.9992362,782.5022656,8.7242,2.95423854037571,279.83,0.01119606,11.1,5.94,9.15,0.6790618082057829,4.66,0.74,0.6,0.53,52.15194687,58.89510124811561,78.68817753391914,0.605,4.585,1.9480000000000002,31.769529255068456,106.50407909653734,65.64449980618205,93.31138991068451
E08000012,Liverpool,13.45,2.85714285714286,965.96049186415,35.4375616004489,23.1,118.8840328,37.5,1098.605225,32.0,38.0,15.5215,56.512441679626704,12.4,0.49,71.0,50.8,23.2,20.5,7.3,0.7,252,49.4,1.3764404609474998,110.676069,348.6,10.2,4.372842348,0.66,23.5,5.3,676.3239209,2.22,6.1,7.36,7.69,7.08,3.16,9.18,1.31,19.0,264.761267,459.3657344,8.0659,5.27765883588467,735.96,0.013814129,14.3,9.7,8.52,3.1193267245197798,4.18,0.53,0.44,0.45,80.98603997,57.700594543673716,78.36218814531071,0.485,4.23,1.7180000000000002,32.331928983714704,120.26526201953881,62.307637591448795,91.97981253910494
E08000013,St. Helens,17.4,1.9911504424778799,850.08505557346,81.6843496457285,20.3,233.1874852,37.5,592.1170043999998,29.6,22.6,11.45738,64.39466158245949,16.3,0.49,73.0,55.9,30.7,15.8,5.8,0.7,426,49.9,1.22119238476954,112.594057,300.7,13.7,2.834750709,0.98,26.9,4.37,686.8620627,2.81,7.36,7.46,7.79,7.25,2.85,11.1,1.04,19.3,386.71459120000003,958.9152385,8.2243,4.91559774410899,361.02,0.006439359,10.9,4.1,4.51,1.1261768548132798,4.58,0.82,0.73,0.44,60.49258976,60.061800081084726,79.38358484616424,0.525,5.225,2.1220000000000003,29.737670873200003,115.15584985215631,70.87348051790778,91.25383169720641
E08000014,Sefton,16.58,2.45253164556962,839.70422112446,40.5618755811269,14.3,94.09981822,37.5,681.201355,21.0,24.5,11.90906,66.154873164219,14.8,0.51,72.0,55.7,24.9,14.0,4.4,0.6,456,47.7,1.3831696758526,84.1436051,270.7,12.6,4.64340993,0.99,22.7,5.74,580.5411727999998,3.09,6.75,7.53,7.8,7.31,2.91,8.67,1.17,13.3,288.1239641,560.6020866,9.0278,3.4431592822853,609.84,0.00509679,10.9,4.83,2.42,1.4593799824144713,5.94,0.74,0.57,0.45,50.84115014,62.08278259981248,80.32520714074627,0.495,4.42,2.1519999999999997,29.209396966333703,71.30573505343325,68.33087863654401,93.3869448177049
E08000015,Wirral,15.34,2.26646248085758,898.176315680923,73.51417491439791,18.9,171.39731830000005,37.5,952.9658812999999,25.7,35.3,12.52459,69.5397712157489,14.9,0.63,68.0,62.6,26.9,13.3,4.4,0.3,346,50.8,1.26170194821624,99.8535481,271.1,10.7,3.283610095,0.93,23.9,4.88,616.3733358,2.84,6.96,7.56,7.85,7.25,2.65,11.1,1.0,17.7,281.57885310000006,689.7096037,7.1824,2.4524774072919904,434.17,0.00740626,11.2,3.91,9.35,2.4867889337892453,5.14,0.74,0.54,0.47,56.17656201,61.406935654336344,79.96935654336338,0.565,4.51,2.07,28.025531088438395,81.30993569352965,70.26786707464747,94.4939741230179
E08000016,Barnsley,15.74,3.30896498653328,855.990287652818,50.522061300101,21.2,145.3878425,38.7,293.1366882,33.7,19.5,14.786970000000002,62.51308900523561,21.2,0.52,68.0,50.5,27.1,18.3,6.0,0.7,328,49.5,1.0562887655645201,48.41052120000001,267.8,10.5,4.04424884,0.74,25.7,5.15,628.4426499,2.49,7.2,7.58,7.78,7.51,3.12,10.07,0.74,16.1,271.0105417,602.2338706,8.0383,4.89910066779334,395.94,0.003829751,11.3,4.29,5.96,3.752266994642597,4.44,0.91,0.73,0.46,59.90702716,57.10276083467095,79.77553772070627,0.47,4.47,2.072,25.7995998802105,57.388327800962564,74.4019981236304,94.60337063785823
E08000017,Doncaster,15.26,3.1478537360890297,801.8455377683009,35.297006404616205,19.6,141.5479098,38.9,738.9580687999999,31.7,17.8,12.93753,65.2837259100642,20.9,0.48,59.0,52.2,32.2,21.1,7.0,0.7,425,45.7,1.06969544118414,73.66708620000001,287.5,10.1,5.187106336,0.85,20.7,6.11,621.1524742,2.38,7.87,7.74,7.9,7.7,2.51,8.23,0.79,13.2,213.2683876,467.8731982,8.9923,6.95180323673859,405.24,0.003714427,11.3,4.54,4.11,2.9460287532406317,5.16,1.04,0.73,0.51,78.10904234,60.35632348705056,79.6194568832325,0.5700000000000001,4.68,1.8880000000000003,28.0999061644552,61.807271287712794,72.61650884013908,90.17216417142828
E08000018,Rotherham,15.96,3.1678986272439302,725.528631391427,20.721462106366197,18.1,95.72253742,38.0,644.4036255,25.5,17.0,13.77677,67.4282366725249,20.6,0.56,68.0,57.4,29.2,19.3,6.5,0.7,370,45.5,0.9134830092160292,72.69761340000002,274.1,14.2,4.862762049,0.9,24.0,4.58,605.2495742000001,2.39,6.93,7.44,7.87,7.36,3.3,11.79,0.9,16.5,167.4597424,289.3605457,8.8646,7.0790498148682905,367.04,0.005457882,10.6,4.45,5.84,1.1497380513473014,5.39,1.01,0.7,0.42,67.10254514,58.344249585136176,79.72628761080601,0.5549999999999999,4.655,1.958,28.514283338712353,42.19922033714429,73.47098147817556,92.88600859537986
E08000019,Sheffield,13.07,3.0019685039370096,713.723495805688,30.364021237463998,18.4,49.27039712,37.5,591.9854126,23.6,46.4,13.84382,64.9122807017544,20.6,0.61,67.0,54.8,22.3,19.9,7.3,0.7,219,40.0,0.9614238607921808,46.0229246,254.1,11.1,4.667444574,0.86,22.3,4.37,563.3772472999998,2.24,6.35,7.49,7.73,7.48,3.15,8.92,0.9,18.6,157.1550141,285.2608122,8.2666,3.0402140753644,624.34,0.004953999000000001,12.3,9.5,9.75,1.932614986199372,5.49,0.64,0.56,0.45,66.29396479,59.4530304281445,80.61279514105455,0.5,4.16,1.81,27.340126802095803,27.307750762365387,72.19207644091449,92.00347603708784
E08000021,Newcastle upon Tyne,11.98,3.61723117395594,830.060888996135,30.9394894984233,18.6,77.52452312,37.5,1022.9479980000001,26.2,46.5,12.72366,60.528742699047,15.5,0.66,68.0,57.3,22.4,20.4,8.8,0.6,236,49.8,0.8796431400341851,89.75703390000002,305.0,11.6,3.194250349,0.69,23.1,4.56,734.6515724999997,2.06,5.83,7.42,7.63,7.16,3.11,7.23,0.99,16.9,248.310222,370.965075,7.0617,7.56274689893234,686.91,0.009816251,14.8,9.08,30.84,2.7513722469081454,5.75,0.74,0.59,0.42,81.00039895,59.99118185194865,79.63368642610502,0.45,3.86,1.5559999999999998,30.12780972518195,53.95091008855546,69.05723118480213,91.92697755241899
